date,precipitation,sunhours,temperature
2015-03-24,0,2.4,4.8
2015-03-25,1.7,2,5.3
2015-03-26,0,0.5,6.2
2015-03-27,2.5,0.3,5.8
2015-03-28,8.9,1.4,6.8
2015-03-29,13,0,8
2015-03-30,6.7,3.2,5.4
2015-03-31,11.3,0.1,4.2
2015-04-01,3.1,4.8,3.8
2015-04-02,0.4,8.7,4
2015-04-03,0,7.4,4.9
2015-04-04,0,12.4,4.1
2015-04-05,0,10.5,4.7
2015-04-06,0,12.7,5.3
2015-04-07,0,0.4,5.4
2015-04-08,0,7.3,9.1
2015-04-09,0,7.2,8.1
2015-04-10,0,9.5,9.4
2015-04-11,6.5,8.1,11.3
2015-04-12,1.6,6.3,9.6
2015-04-13,0.1,9.7,6.8
2015-04-14,0,0.1,7.7
2015-04-15,0,10,11.2
2015-04-16,0,6.3,7.1
2015-04-17,0,10.8,7.3
2015-04-18,0,12.1,7.6
2015-04-19,0,11.9,7.3
2015-04-20,0,13.9,9.6
2015-04-21,0,13.9,10.2
2015-04-22,0,10.8,10
2015-04-23,0,9.9,9.9
2015-04-24,0.1,7.4,10.6
2015-04-25,5.7,0,11.6
2015-04-26,0.8,0,7.8
2015-04-27,0,6.2,7.4
2015-04-28,0,9.4,6
2015-04-29,0.3,9.3,9.3
2015-04-30,1.4,3.4,8.9
2015-05-01,0,6.3,7.4
2015-05-02,0,10.4,6.9
2015-05-03,7.7,9.7,10
2015-05-04,1.9,5.6,14.1
2015-05-05,14.8,3.8,15.6
2015-05-06,3.1,9.6,12.7
2015-05-07,2.4,5.7,10.4
2015-05-08,0,9.1,9
2015-05-09,3.7,1.5,11.5
2015-05-10,0,8.2,10.2
2015-05-11,0,11.4,15.5
2015-05-12,2.9,3,12.7
2015-05-13,0,2.3,10.6
2015-05-14,0,0.2,9.5
2015-05-15,0,7.7,9.9
2015-05-16,0.3,0,8.8
2015-05-17,0.4,8.7,9.8
2015-05-18,8.9,0,10.5
2015-05-19,12.4,5.8,9.4
2015-05-20,1.7,9.1,9.8
2015-05-21,0.2,7.9,10
2015-05-22,1.1,8.2,13.2
2015-05-23,0.4,7.5,11.2
2015-05-24,0.5,13.9,10.5
2015-05-25,0,0.4,10.5
2015-05-26,0,6.7,10.5
2015-05-27,0,4.5,11.2
2015-05-28,4.3,3,11.7
2015-05-29,3.4,6.4,11.1
2015-05-30,0.8,7.5,10.2
2015-05-31,3.7,1.5,12.3
2015-06-01,2.2,12.7,12.4
2015-06-02,0.6,1.3,13.9
2015-06-03,0,5.4,13.8
2015-06-04,0,15.6,12.8
2015-06-05,0.9,13.4,17.7
2015-06-06,0,9.3,17
2015-06-07,0,12.9,12.9
2015-06-08,0,6.7,11.2
2015-06-09,0,9.6,11.9
2015-06-10,0,16.3,14.6
2015-06-11,0,16,13
2015-06-12,0,16.2,16.6
2015-06-13,3.7,3.4,18.2
2015-06-14,0,0.6,12.9
2015-06-15,0,4.6,10.5
2015-06-16,0,3.3,11.2
2015-06-17,4.7,3.4,12.6
2015-06-18,1.3,1.8,12.4
2015-06-19,0.7,1.5,12.3
2015-06-20,0,8.3,13.4
2015-06-21,14.4,2.2,13.8
2015-06-22,1.8,5,12.8
2015-06-23,0.4,7.7,14
2015-06-24,0.1,0.2,12.3
2015-06-25,0,4.1,14.5
2015-06-26,0.1,5.2,16.1
2015-06-27,0.1,2,16.9
2015-06-28,2.6,11.5,16.2
2015-06-29,0,11.5,18.1
2015-06-30,0,14.1,17.1
2015-07-01,0,16.5,19.1
2015-07-02,0,16.4,23
2015-07-03,0,13,22.8
2015-07-04,0.2,13,23
2015-07-05,15.9,4.2,22.4
2015-07-06,0,12.1,17.6
2015-07-07,2.4,8.4,19.8
2015-07-08,4,6.3,15.9
2015-07-09,0.1,6.1,13.1
2015-07-10,0,11.1,13.7
2015-07-11,0,7.5,14.7
2015-07-12,0.3,0.3,16.8
2015-07-13,0,2.9,17.1
2015-07-14,0,6.7,17.1
2015-07-15,3.9,11.4,16.6
2015-07-16,0,6.8,16.4
2015-07-17,1.8,12.2,19.2
2015-07-18,0,11.3,18.2
2015-07-19,2.3,0,13.6
2015-07-20,0.8,7.7,15.9
2015-07-21,1.2,10,18.9
2015-07-22,0,9.4,19
2015-07-23,0,6.3,15.9
2015-07-24,21.6,6.2,16.5
2015-07-25,8.9,1.8,17.4
2015-07-26,0.7,7.8,15.2
2015-07-27,21.8,0.6,15.2
2015-07-28,14.2,2.3,15.6
2015-07-29,22.5,3,13.9
2015-07-30,2.1,0,13.4
2015-07-31,0,4.4,13.5
2015-08-01,0,12.6,13.9
2015-08-02,0,12.8,16.4
2015-08-03,0,14.5,21
2015-08-04,4.1,8.1,22.3
2015-08-05,0,13.4,18.1
2015-08-06,0,12.9,22.3
2015-08-07,3.7,7.5,19.3
2015-08-08,0,2.7,17.4
2015-08-09,0,13.7,17.6
2015-08-10,11.5,5.6,19.4
2015-08-11,0,7.2,19.7
2015-08-12,0,4.3,17.6
2015-08-13,0,13.9,18.4
2015-08-14,0.4,9.9,20.9
2015-08-15,0,3.3,19.6
2015-08-16,9,4.2,19.5
2015-08-17,3.3,0.1,18.7
2015-08-18,0.3,0,18
2015-08-19,0,6,17
2015-08-20,0,8.7,17
2015-08-21,0,12.9,18.6
2015-08-22,0,13.5,19.1
2015-08-23,0,13.2,18.8
2015-08-24,0,4.9,19.8
2015-08-25,6.4,5.8,17.3
2015-08-26,3,5.6,19.5
2015-08-27,5.1,0.5,17
2015-08-28,0,7.9,16.4
2015-08-29,0,7.9,16.7
2015-08-30,0,4.4,17.3
2015-08-31,2.7,6,19.6
2015-09-01,0,0.1,17.1
2015-09-02,0,6.5,14.6
2015-09-03,0,9.8,14.3
2015-09-04,1.3,3.4,13.6
2015-09-05,5,5,13
2015-09-06,0,7.1,13.8
2015-09-07,0,12.3,12.9
2015-09-08,0,10,13.5
2015-09-09,0,10.5,13.5
2015-09-10,0,9.9,14.9
2015-09-11,1.6,0.5,14.7
2015-09-12,7.3,6,16.3
2015-09-13,4.3,1.3,17
2015-09-14,21.8,3,16.6
2015-09-15,10,6.7,13.1
2015-09-16,2,0.1,14.5
2015-09-17,4.3,0.9,16.7
2015-09-18,0,4.7,14.5
2015-09-19,1.6,3.5,13.4
2015-09-20,0.1,7.3,12.8
2015-09-21,1,0.4,11.9
2015-09-22,1.3,0.5,13.5
2015-09-23,0,0.6,12.6
2015-09-24,2.4,5.1,13.5
2015-09-25,0,4.9,12.2
2015-09-26,0,8.1,11.1
2015-09-27,0,10,10.6
2015-09-28,0,8.2,10.3
2015-09-29,0,9.4,11.1
2015-09-30,0,11.1,10.4
2015-10-01,0,9.8,10.4
2015-10-02,0.1,7.8,11.4
2015-10-03,0,4.9,11.1
2015-10-04,0,2.4,12.1
2015-10-05,0,6.3,12.7
2015-10-06,3,0,13.7
2015-10-07,12.4,0,13.1
2015-10-08,1.1,0,11.3
2015-10-09,0,0,10.1
2015-10-10,0,6.6,8.7
2015-10-11,0,8.7,8.4
2015-10-12,0,8.2,7.2
2015-10-13,3,0,7.2
2015-10-14,1.4,0,7.9
2015-10-15,1.4,0,9.2
2015-10-16,7.3,0,9.5
2015-10-17,7.9,0,10.1
2015-10-18,3.5,0,11
2015-10-19,0,0.6,8.3
2015-10-20,0.1,1.3,7.1
2015-10-21,0,0.5,10
2015-10-22,0.9,0,11.1
2015-10-23,0,6.7,11.3
2015-10-24,0.6,0.1,11
2015-10-25,0,6.7,10.1
2015-10-26,0,7.5,7.9
2015-10-27,0,7.3,8.6
2015-10-28,0,6.5,9.2
2015-10-29,0,4.7,8.7
2015-10-30,0,0,9.8
2015-10-31,0,4.9,9.7
2015-11-01,0,3.4,8.8
2015-11-02,0,0,9
2015-11-03,0,0,4.9
2015-11-04,0,5.2,6.1
2015-11-05,9.7,1,11.4
2015-11-06,9.6,0,13
2015-11-07,3.5,0.1,14.8
2015-11-08,5.9,4.5,12.2
2015-11-09,4.8,0.6,12.1
2015-11-10,0.5,0,14.4
2015-11-11,1.4,0,13.4
2015-11-12,0,4.3,12
2015-11-13,7.2,2.8,10.1
2015-11-14,4.9,1.1,7.3
2015-11-15,11,0,8.3
2015-11-16,8.1,0,11.2
2015-11-17,14.3,0.1,10.2
2015-11-18,13.6,1.8,11.1
2015-11-19,5.6,0.7,9.7
2015-11-20,10.2,0.2,7.2
2015-11-21,8,0,4.4
2015-11-22,6.7,0,2.2
2015-11-23,0.9,4.6,2.8
2015-11-24,3.1,0,3
2015-11-25,0.1,0,3.9
2015-11-26,0,5.6,4.1
2015-11-27,0,0,4.4
2015-11-28,7.2,2.9,5
2015-11-29,18.2,0,7.4
2015-11-30,3.1,0.2,4.9
2015-12-01,2.8,0.8,5.8
2015-12-02,0,0,10
2015-12-03,1.6,0,9.4
2015-12-04,0.9,1.4,8.7
2015-12-05,0.4,0,9.1
2015-12-06,0.3,0.1,10
2015-12-07,0.4,1,7.8
2015-12-08,2.7,4.6,9.9
2015-12-09,0,4,8.1
2015-12-10,3.2,0,6.3
2015-12-11,8.5,1,5.5
2015-12-12,16.5,2.2,5.7
2015-12-13,0,4.4,3.9
2015-12-14,0.1,0,2.8
2015-12-15,0.2,0,4.5
2015-12-16,2.3,0,5.9
2015-12-17,1.1,0,11.4
2015-12-18,0.3,0,11.1
2015-12-19,0,0.5,11.4
2015-12-20,0.1,0,11.8
2015-12-21,4.6,0.2,10.3
2015-12-22,3.8,0,10.8
2015-12-23,3,0.2,10.2
2015-12-24,1,2.5,8.3
2015-12-25,10.4,3.5,7.6
2015-12-26,9.2,0,12.5
2015-12-27,0,0,10.1
2015-12-28,0,0,4.6
2015-12-29,0,0.6,4.8
2015-12-30,0,0,4.7
2015-12-31,1.8,0,2.7
2016-01-01,0,0,4.1
2016-01-02,0,0,0
2016-01-03,0,0,-5.6
2016-01-04,0,1.1,-6
2016-01-05,0,2.7,-4.2
2016-01-06,0,4.8,-3.5
2016-01-07,5.7,0.2,-3.8
2016-01-08,3.6,0,0.8
2016-01-09,0,1.8,2
2016-01-10,5.4,0,2.2
2016-01-11,0.5,0.4,2.3
2016-01-12,5.3,0,3.3
2016-01-13,0.7,0,2.4
2016-01-14,0.5,0,1.9
2016-01-15,0,0,1.4
2016-01-16,0.1,0,0
2016-01-17,0,2.7,-1.8
2016-01-18,0,1.7,-2.8
2016-01-19,0.5,0,-2.8
2016-01-20,0,0.8,-2.6
2016-01-21,0,2.5,-5.1
2016-01-22,3.1,4.9,-4.9
2016-01-23,0,0,1.3
2016-01-24,2,0.1,4.9
2016-01-25,0,0,8.3
2016-01-26,5,0.6,8.5
2016-01-27,6.6,0,9.9
2016-01-28,0.2,3.2,6.4
2016-01-29,13.5,0,7
2016-01-30,13.9,0.2,6.6
2016-01-31,14.9,0.1,3.5
2016-02-01,4.4,0,6.8
2016-02-02,3.8,0,7.5
2016-02-03,2.8,0.5,4.5
2016-02-04,1.1,2.3,2.7
2016-02-05,2,0,4.2
2016-02-06,0,0.1,8.6
2016-02-07,0.8,0.7,8.3
2016-02-08,19.1,0.7,7
2016-02-09,19.5,2.4,5.6
2016-02-10,0.6,0.1,3.2
2016-02-11,3.8,0.4,4.4
2016-02-12,1.8,0.2,2.7
2016-02-13,0,0.4,1.3
2016-02-14,1.6,0,2.5
2016-02-15,0,0,0.8
2016-02-16,0,7.8,-0.4
2016-02-17,0.2,6.8,0.5
2016-02-18,0,2.5,1
2016-02-19,1,1,2
2016-02-20,8.8,0,4.2
2016-02-21,8.8,0,6.9
2016-02-22,0.5,0.9,5.4
2016-02-23,1.5,6,4.5
2016-02-24,0.2,6.1,2.2
2016-02-25,2.8,2.6,2
2016-02-26,0,3.5,2
2016-02-27,0,1.8,-0.1
2016-02-28,0,6.2,0.9
2016-02-29,0,1.1,0.4
2016-03-01,2.3,2,1.6
2016-03-02,8,0,3.5
2016-03-03,0.5,0.1,3.2
2016-03-04,2.7,2.5,2.9
2016-03-05,3.4,0,3
2016-03-06,0,1.2,3.3
2016-03-07,0,2.6,3.6
2016-03-08,0,3.3,2.8
2016-03-09,0,9,3.9
2016-03-10,0,0.3,3
2016-03-11,0,0,2.8
2016-03-12,0,0.1,1.9
2016-03-13,0,0,0.4
2016-03-14,0,0,3.4
2016-03-15,0,3.5,4.3
2016-03-16,0,9.1,3.5
2016-03-17,0,11.4,3.9
2016-03-18,0,0,3.8
2016-03-19,0,3.1,3.4
2016-03-20,0,3,6.7
2016-03-21,0.1,0.3,6.5
2016-03-22,0,0.4,6.4
2016-03-23,0,9.1,5.9
2016-03-24,1.2,4.1,4.3
2016-03-25,0.7,0,6.8
2016-03-26,0,6.9,7.4
2016-03-27,2.9,0.9,8.2
2016-03-28,2.1,5.1,8.5
2016-03-29,1.5,5.4,7.1
2016-03-30,2.5,3.4,6.2
2016-03-31,0,6,6.6
2016-04-01,0,11.9,5.3
2016-04-02,0,7.6,9.4
2016-04-03,0.2,1.5,12
2016-04-04,3,2.7,13
2016-04-05,4.8,0,9
2016-04-06,1.6,1.2,9.2
2016-04-07,3.2,5,6.9
2016-04-08,5.5,3.3,6.9
2016-04-09,0,6,6.7
2016-04-10,0,4.8,7.9
2016-04-11,2.2,9.9,7.5
2016-04-12,0.7,3.1,6.8
2016-04-13,0,3.5,7.5
2016-04-14,0,3.9,7.8
2016-04-15,0.1,0.9,9.4
2016-04-16,1.1,3.9,9.6
2016-04-17,0.1,10.1,7
2016-04-18,0.5,0.5,7.3
2016-04-19,0.1,5.3,8
2016-04-20,0,11.8,7.5
2016-04-21,0,10.9,7.5
2016-04-22,0,9.1,7.2
2016-04-23,0.1,9.2,4.7
2016-04-24,0,8.7,3.1
2016-04-25,8.8,1.2,3.3
2016-04-26,19.1,0.5,1.9
2016-04-27,4.5,0.3,3.7
2016-04-28,1.3,5.3,5.6
2016-04-29,4.9,4.9,6.7
2016-04-30,2.4,0.2,7
2016-05-01,0,13.7,7.7
2016-05-02,0,12.7,12
2016-05-03,0.7,4.2,9.8
2016-05-04,0,13.1,8.6
2016-05-05,0,14.7,10.4
2016-05-06,0,13.9,14.5
2016-05-07,0,14.8,17.6
2016-05-08,0,14.8,17.3
2016-05-09,0,14.6,15.4
2016-05-10,0,14.6,16
2016-05-11,0,13.9,15.4
2016-05-12,0,13.2,13
2016-05-13,6.9,13.2,13.1
2016-05-14,3.5,2.5,8.3
2016-05-15,1.7,4.2,7.6
2016-05-16,0,10,8.7
2016-05-17,0,0.2,9.4
2016-05-18,0,6.5,13
2016-05-19,0,8.7,16
2016-05-20,2.2,0.6,14.1
2016-05-21,0,3.3,16.6
2016-05-22,6.7,9.4,19.8
2016-05-23,1.2,0.4,14.8
2016-05-24,0.5,0.5,13.2
2016-05-25,0,1.8,14.7
2016-05-26,2.6,0,13.5
2016-05-27,0,6.8,14.4
2016-05-28,0,10,16.1
2016-05-29,0,1.7,15.5
2016-05-30,0,10.8,17.5
2016-05-31,1.2,12.4,18
2016-06-01,0,8.2,18.8
2016-06-02,0,9.7,18.6
2016-06-03,0,13.9,18.9
2016-06-04,0,14.7,20.2
2016-06-05,0,15.7,20.9
2016-06-06,0,15.8,19.1
2016-06-07,0,14.6,19.6
2016-06-08,0,5.6,16
2016-06-09,0,14.2,15.7
2016-06-10,0,9,14.4
2016-06-11,1.6,11.5,15
2016-06-12,2.3,0,13.4
2016-06-13,6,0.3,14.2
2016-06-14,8.7,0.4,15.3
2016-06-15,20,1.7,15.4
2016-06-16,4.4,5.4,15.5
2016-06-17,0,4,15.9
2016-06-18,0,9.3,15.5
2016-06-19,0,1,14.1
2016-06-20,11.4,8.7,16.1
2016-06-21,0,8,17.4
2016-06-22,0.3,6.6,19.8
2016-06-23,5.3,7.6,22.9
2016-06-24,2.1,3.7,21.4
2016-06-25,23.7,0,17.6
2016-06-26,0,9.2,16.5
2016-06-27,2.9,6.7,16.1
2016-06-28,2.8,8.8,16.3
2016-06-29,0.7,4.4,16.3
2016-06-30,1.4,1.3,16.8
2016-07-01,12.3,0.8,17.8
2016-07-02,2.6,3.4,15.3
2016-07-03,1.4,10.9,14.5
2016-07-04,2.9,5,15
2016-07-05,12.7,3.5,15.5
2016-07-06,0,8.2,14.3
2016-07-07,0,7.4,15.5
2016-07-08,3.8,5.6,16.9
2016-07-09,0.1,4.6,16.8
2016-07-10,4.3,3.4,20.4
2016-07-11,0,4.4,18.7
2016-07-12,6.8,8.6,17.5
2016-07-13,6.6,4.8,14.5
2016-07-14,1.1,5.4,14.1
2016-07-15,0.8,1.5,15.1
2016-07-16,0.3,1.7,15.7
2016-07-17,1.5,3,15.7
2016-07-18,0,2.2,16.8
2016-07-19,0,4.1,19.3
2016-07-20,0.3,15.3,21.5
2016-07-21,0,8.5,22.6
2016-07-22,2.6,9.2,22.2
2016-07-23,0,8.7,22.4
2016-07-24,0,12.6,21.7
2016-07-25,2.4,4.6,21.7
2016-07-26,0,11.7,19.2
2016-07-27,4.9,3.8,18.9
2016-07-28,0,10.9,19
2016-07-29,4,3.1,19.1
2016-07-30,13.8,5.1,17.6
2016-07-31,1.8,3.1,15.7
2016-08-01,0,6.4,15.9
2016-08-02,0.2,7.7,16.7
2016-08-03,4.5,0,17.6
2016-08-04,1.7,5.4,18
2016-08-05,0,6.5,17.8
2016-08-06,3.3,6.7,16.1
2016-08-07,0.2,3.7,17.8
2016-08-08,0.3,3.8,17.3
2016-08-09,0.8,4.8,12.9
2016-08-10,1.5,10.1,12
2016-08-11,1.5,2.9,11.9
2016-08-12,0.3,0.3,16.4
2016-08-13,0.4,1.4,16.8
2016-08-14,0.7,5.9,15.6
2016-08-15,0,6.2,15.2
2016-08-16,0,13.2,15
2016-08-17,0,13.2,15.6
2016-08-18,0,5.9,15.4
2016-08-19,0.5,8.3,16.8
2016-08-20,10.2,3.3,18
2016-08-21,1.5,7.9,17.1
2016-08-22,7.7,0.9,16.9
2016-08-23,0,4.8,19.2
2016-08-24,0,13.4,21.2
2016-08-25,0,13.6,24.4
2016-08-26,0,12.9,23
2016-08-27,14.7,12.3,18
2016-08-28,3.8,4.9,19.2
2016-08-29,0,7.1,16.7
2016-08-30,0,11.5,16.6
2016-08-31,0,12.3,18.4
2016-09-01,1.5,8.5,17
2016-09-02,0.9,5.1,16.7
2016-09-03,16.5,2.9,17.3
2016-09-04,7.3,0.6,16.5
2016-09-05,0.1,10.3,16.4
2016-09-06,0,11.1,17.2
2016-09-07,0,11.3,19
2016-09-08,0,12.3,21.2
2016-09-09,0,8.5,18.7
2016-09-10,0.1,10.8,19.9
2016-09-11,0,5.1,19
2016-09-12,0,11.8,21.3
2016-09-13,0,11.7,23.7
2016-09-14,0,11.1,21.6
2016-09-15,0,12,20.2
2016-09-16,2.6,6.4,19
2016-09-17,0,3.9,18
2016-09-18,0,2.6,16
2016-09-19,0,2.1,14.7
2016-09-20,0,5.9,15.1
2016-09-21,0,6.6,15.8
2016-09-22,0,5.9,15.3
2016-09-23,0.1,5,15.2
2016-09-24,0,10.3,15
2016-09-25,0.2,10.9,17.6
2016-09-26,0.1,3.9,15.6
2016-09-27,0,9.3,15.9
2016-09-28,0,4.1,17.4
2016-09-29,6.3,0,16.2
2016-09-30,5.6,3.7,12.8
2016-10-01,0.1,5.1,12.9
2016-10-02,0,5.5,13
2016-10-03,3.7,0.4,12.7
2016-10-04,0,6.1,12.6
2016-10-05,0,6.9,11
2016-10-06,0,0,11
2016-10-07,0,0,11.2
2016-10-08,4.7,4.2,10.7
2016-10-09,8.4,0.4,8.7
2016-10-10,12.4,0.9,9.7
2016-10-11,3.7,0,10.1
2016-10-12,6.2,0.1,9.4
2016-10-13,0,1.6,9.3
2016-10-14,0,0.9,8.4
2016-10-15,0.7,0,8.8
2016-10-16,0,0,10.3
2016-10-17,1,0,9.6
2016-10-18,2.5,0.9,11.7
2016-10-19,7.4,0.4,7.9
2016-10-20,5.6,0.4,9.3
2016-10-21,9.4,1.3,9.2
2016-10-22,8.3,0,7.7
2016-10-23,0,0,7.4
2016-10-24,0,2.6,7.5
2016-10-25,0,2.1,6.5
2016-10-26,1.2,1.1,5.8
2016-10-27,0,1.2,11.8
2016-10-28,1.6,1,11.4
2016-10-29,0,3.1,9.5
2016-10-30,0.1,5.8,9
2016-10-31,2.2,0,11
2016-11-01,0.5,0.5,9.7
2016-11-02,0,4.2,6
2016-11-03,3.5,4.1,3.8
2016-11-04,0.6,0.2,7.4
2016-11-05,3.7,0,5.4
2016-11-06,0.9,0.1,5.7
2016-11-07,0,0,3.3
2016-11-08,0,0,0.9
2016-11-09,0,6.2,-0.3
2016-11-10,1,0,2.9
2016-11-11,0.1,3.6,3.5
2016-11-12,0,4.5,0
2016-11-13,0,2.3,-0.1
2016-11-14,3.3,3.2,0.6
2016-11-15,0.2,0,6.2
2016-11-16,7.4,0,7.3
2016-11-17,3.9,1.8,7.2
2016-11-18,0.4,1.6,6.6
2016-11-19,0,1.5,4.9
2016-11-20,2.9,1,6.5
2016-11-21,0.4,0,10.2
2016-11-22,0,0,10.4
2016-11-23,0,0,8.3
2016-11-24,0,5,2.9
2016-11-25,0,0,1.6
2016-11-26,0.1,0,4.8
2016-11-27,0,5.5,4.4
2016-11-28,0,5,1.3
2016-11-29,0.5,4.4,0.7
2016-11-30,2.7,0,5.3
2016-12-01,0.1,0.1,8.3
2016-12-02,0,5.1,2.4
2016-12-03,0,2.7,-1.4
2016-12-04,0,0,2.9
2016-12-05,0,0.4,3.2
2016-12-06,1,0,5.2
2016-12-07,0.5,0,4.8
2016-12-08,1.1,0,8.3
2016-12-09,0.8,0,8.8
2016-12-10,10.7,0,9.5
2016-12-11,2.5,0.2,7.9
2016-12-12,0.4,0.4,4.8
2016-12-13,1.6,0,5.6
2016-12-14,0,0,4.4
2016-12-15,0,0,0.4
2016-12-16,0,0,-0.3
2016-12-17,1.4,0,1.9
2016-12-18,0,0,6.2
2016-12-19,0,0,5.1
2016-12-20,0,0,1.7
2016-12-21,0.4,1.6,2.9
2016-12-22,0.9,0,5.1
2016-12-23,2.7,0,6.4
2016-12-24,12.4,0,5.9
2016-12-25,3.5,0,8.4
2016-12-26,2.8,1.6,7.5
2016-12-27,0,1,7.8
2016-12-28,0,3.8,6.6
2016-12-29,0,4.4,3.5
2016-12-30,0,2.8,1.4
2016-12-31,0.1,0,4.2
2017-01-01,3.7,0,5.1
2017-01-02,1.7,4.5,1.7
2017-01-03,8.6,0,5.2
2017-01-04,0,2.3,3.5
2017-01-05,0,1.9,-2.2
2017-01-06,0,5,-5.4
2017-01-07,0.4,0,-1
2017-01-08,0,0,2.2
2017-01-09,0.1,0,1.8
2017-01-10,0,0,2.2
2017-01-11,11.2,0.1,4
2017-01-12,4.6,2.1,3.5
2017-01-13,1.3,3.4,2
2017-01-14,0,3.6,1.2
2017-01-15,0,1.4,-0.4
2017-01-16,0,5.5,-1.8
2017-01-17,0,1.9,-0.8
2017-01-18,0,0,-0.2
2017-01-19,0,0,0.9
2017-01-20,0,0,3
2017-01-21,0,0.2,4.6
2017-01-22,0,0,1.6
2017-01-23,0,0.4,0.6
2017-01-24,0,0,1.2
2017-01-25,0,0,-1.3
2017-01-26,0,0.8,-0.2
2017-01-27,0,7.1,0.6
2017-01-28,0.7,5.9,0.6
2017-01-29,1.7,0,3
2017-01-30,4.9,0,2.4
2017-01-31,0,0.1,2.7
2017-02-01,0,0,1.2
2017-02-02,0.5,0,1.5
2017-02-03,1.1,0,1.6
2017-02-04,0.1,0.2,4.8
2017-02-05,1.1,0,2.4
2017-02-06,0,0.2,2
2017-02-07,0.6,0,0.4
2017-02-08,0,0,-2
2017-02-09,0,0,-2.5
2017-02-10,0,0.2,-2.2
2017-02-11,0,0,-0.7
2017-02-12,0,0,-0.2
2017-02-13,0,7.1,-1.4
2017-02-14,0,5.2,-2.1
2017-02-15,0,7.7,2.6
2017-02-16,2.1,1.6,5
2017-02-17,0.3,0.3,5.4
2017-02-18,0.2,0,4
2017-02-19,1.2,0,5.4
2017-02-20,2.1,0,7.2
2017-02-21,14.9,3.4,6.3
2017-02-22,2.3,0.9,6.9
2017-02-23,17.3,0,5
2017-02-24,0.3,6,2.7
2017-02-25,6.9,0,2.6
2017-02-26,3.2,0,7.3
2017-02-27,0.3,0,9.8
2017-02-28,4,2.1,5.3
2017-03-01,1.3,1.3,4
2017-03-02,1.4,2.9,5.1
2017-03-03,0.2,6.9,6.3
2017-03-04,0.2,0.8,7.2
2017-03-05,2.4,0.2,6.1
2017-03-06,0,0,3.4
2017-03-07,0,0,1.2
2017-03-08,0.3,0.5,4
2017-03-09,3,0.4,5.9
2017-03-10,0,5.3,6.5
2017-03-11,0,6,4.8
2017-03-12,0,2.3,3.9
2017-03-13,0,1.2,4.4
2017-03-14,0.2,2.1,7.7
2017-03-15,0,9.6,7
2017-03-16,0,3.7,9.1
2017-03-17,12.3,1.8,6.7
2017-03-18,0.5,4.6,5.4
2017-03-19,14.9,0,4.2
2017-03-20,12,0.2,8.8
2017-03-21,0,6.2,6.9
2017-03-22,0,11.6,6.7
2017-03-23,0,5.2,5
2017-03-24,0,11.5,4.9
2017-03-25,0,7.8,6.2
2017-03-26,0,6.5,6.2
2017-03-27,0,9.7,7.6
2017-03-28,0.5,11.8,9.2
2017-03-29,0.4,0,9
2017-03-30,0,1.8,12.7
2017-03-31,0.3,8,16
2017-04-01,0.9,7.7,12.9
2017-04-02,0,6.8,10.5
2017-04-03,0,11.4,8.3
2017-04-04,0,10.8,8.3
2017-04-05,0,3.9,7.4
2017-04-06,0,7.3,7.3
2017-04-07,0,4.3,9.2
2017-04-08,0,0,8.9
2017-04-09,0,13,11.8
2017-04-10,0,1.1,9.4
2017-04-11,4.8,4.1,6.8
2017-04-12,7.8,0,7.8
2017-04-13,1,4.6,7.5
2017-04-14,12.2,0.6,7.6
2017-04-15,3.5,4.2,7.2
2017-04-16,1.4,2.8,5.4
2017-04-17,7.3,6.6,4.4
2017-04-18,0.6,9.3,4.3
2017-04-19,0,12,3.5
2017-04-20,0,5.1,5.7
2017-04-21,0.6,0.1,9.2
2017-04-22,0.3,8.2,6
2017-04-23,0,8,5.6
2017-04-24,1.4,0.6,6.5
2017-04-25,1.6,5.8,3.8
2017-04-26,0.2,7.7,4.7
2017-04-27,0.6,7.5,6
2017-04-28,0.7,0.9,7.1
2017-04-29,1.9,7.7,5.3
2017-04-30,0,13.7,8.3
2017-05-01,0,11.5,9.1
2017-05-02,2.6,9.65,8.9
2017-05-03,0,8.65,9.3
2017-05-04,1.2,1.867,9.1
2017-05-05,0.8,0,7.9
2017-05-06,0,1.517,9
2017-05-07,0,12.517,11.5
2017-05-08,0,10.15,8.2
2017-05-09,0.4,8.4,6.6
2017-05-10,0.5,1.417,7.8
2017-05-11,0,13.75,9.9
2017-05-12,1.6,3.6,10.6
2017-05-13,2.8,2.2,13.7
2017-05-14,3.9,10.317,15.2
2017-05-15,2,8.667,14.8
2017-05-16,8.2,0.017,13.9
2017-05-17,0,6.917,19.9
2017-05-18,0.9,10.017,19.3
2017-05-19,10,3.3,15.1
2017-05-20,0,8.117,13.2
2017-05-21,0,14.567,13.9
2017-05-22,0,14.6,14.3
2017-05-23,0.5,9.65,16.9
2017-05-24,0,11.283,14
2017-05-25,0,13.65,15.2
2017-05-26,0,12.483,17
2017-05-27,0,16.117,20
2017-05-28,0.1,12.233,19.6
2017-05-29,6.3,4.633,16.4
2017-05-30,0,3.4,17.3
2017-05-31,0,10.3,13.9
2017-06-01,0,15.5,13.2
2017-06-02,0,15.483,15.2
2017-06-03,1.8,0.833,16.6
2017-06-04,1.8,6.8,15.5
2017-06-05,0,15.183,16.5
2017-06-06,2.6,10.483,17.1
2017-06-07,11.7,1.867,12.3
2017-06-08,4.9,1.533,13.7
2017-06-09,2.2,4.617,16.6
2017-06-10,0,5.75,16.3
